,Tweet id,Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media views,media engagements
16,8.377255087082209e+17,https://twitter.com/AtlantaHabitat/status/837725508708220929,Our ReStore has a different discount every day! Learn more: https://t.co/CXXCMNV6FX @atlantarestore https://t.co/vpll6538Cq,2017-03-03 18:05 +0000,622.0,9.0,0.014469453376205787,3.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0,0,0,0,0,1,1
17,8.367546613318287e+17,https://twitter.com/AtlantaHabitat/status/836754661331828736,@ClarkHoward &amp; @MailChimp dedicated 3 houses on Saturday. Other sponsors were The Coupon Mom and The Dan &amp; Merrie Boone Foundation. https://t.co/qaMLSiWYG2,2017-03-01 01:47 +0000,695.0,20.0,0.02877697841726619,1.0,0.0,4.0,4.0,2.0,0.0,7.0,0.0,0,0,0,0,0,2,2
18,8.365844527971041e+17,https://twitter.com/AtlantaHabitat/status/836584452797104128,Tonight! @YEAHBURGER hosts a dine out for #AtlantaHabitat! 6 – 10 pm. Bring your friends &amp; family! #feelgoodtuesday https://t.co/4peBUEGHc4 https://t.co/LC3WAVlXkR,2017-02-28 14:30 +0000,461.0,11.0,0.02386117136659436,1.0,0.0,2.0,0.0,1.0,0.0,7.0,0.0,0,0,0,0,0,0,0
19,8.363376722810102e+17,https://twitter.com/AtlantaHabitat/status/836337672281010176,@YEAHBURGER hosts a dine out for #AtlantaHabitat! On #feelgoodtuesday 2/28 6 – 10 pm. Bring your friends &amp; family! https://t.co/4peBUEGHc4 https://t.co/ST2KLRVCG8,2017-02-27 22:10 +0000,109.0,7.0,0.06422018348623854,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0,0,0,0,0,0,0
20,8.359326504225628e+17,https://twitter.com/AtlantaHabitat/status/835932650422562816,New homebuyer Ms. Valdez thanked volunteers &amp; sponsors Saturday morning as she drove in the 1st nail on her new home. https://t.co/3vOUWK0XYg,2017-02-26 19:20 +0000,587.0,20.0,0.034071550255536626,3.0,0.0,5.0,1.0,2.0,0.0,9.0,0.0,0,0,0,0,0,0,0
21,8.354983683612385e+17,https://twitter.com/AtlantaHabitat/status/835498368361238528,@YEAHBURGER hosts a dine out for #AtlantaHabitat! On #feelgoodtuesday 2/28 6 – 10 pm. Bring your friends &amp; family! https://t.co/4peBUEGHc4 https://t.co/aCKkwPeUbv,2017-02-25 14:35 +0000,833.0,10.0,0.012004801920768308,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,1,1
22,8.347700880834847e+17,https://twitter.com/AtlantaHabitat/status/834770088083484673,@YEAHBURGER hosts a dine out for #AtlantaHabitat! On #feelgoodtuesday 2/28 6 – 10 pm. Bring your friends &amp; family! https://t.co/4peBUEGHc4 https://t.co/4lI27eZWn0,2017-02-23 14:21 +0000,111.0,5.0,0.045045045045045036,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,0
23,8.347649713387602e+17,https://twitter.com/AtlantaHabitat/status/834764971338760192,Our 2017 Lenten Build began on Saturday w/ 2 long-time sponsors: Cathedral of Christ the King &amp; St. Benedict Catholic Church. Thankful! https://t.co/MMt4327pQc,2017-02-23 14:00 +0000,455.0,5.0,0.01098901098901099,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0,0,0,0,0,0
24,8.344890045946921e+17,https://twitter.com/AtlantaHabitat/status/834489004594692096,What is AmeriCorps? It's a national service program that helps meet the nation's critical needs. Learn more: https://t.co/yeExNC0uk7 https://t.co/V4foToCwfs,2017-02-22 19:44 +0000,483.0,12.0,0.024844720496894408,1.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,55,2
25,8.322734579204792e+17,https://twitter.com/AtlantaHabitat/status/832273457920479234,Here are a few of our sponsors from 2016. Thanks for your generous support! You're helping us... Build. Thrive. Grow. https://t.co/H9ED5ERLxB,2017-02-16 17:00 +0000,747.0,22.0,0.029451137884872827,2.0,0.0,3.0,2.0,0.0,0.0,9.0,0.0,0,0,0,0,0,6,6
26,8.322475884558459e+17,https://twitter.com/AtlantaHabitat/status/832247588455845889,Congratulations to the Clem Family in recognition of closing on their Atlanta Habitat Home. Thx @Mohawk_Home for the generous rug donation! https://t.co/PJe9hhnGQd,2017-02-16 15:17 +0000,685.0,14.0,0.02043795620437956,2.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0,0,0,0,0,1,1
27,8.315784281681019e+17,https://twitter.com/AtlantaHabitat/status/831578428168101888,Today #AtlantaHabitat homeowner Ms. Mosley closed on her home! Congrats &amp; welcome to #homeownership. Thx  @Mohawk_Home for the gift basket! https://t.co/6jqShkF01j,2017-02-14 18:58 +0000,1861.0,14.0,0.007522837184309511,3.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,3
28,8.315635355829535e+17,https://twitter.com/AtlantaHabitat/status/831563535582953472,Happy Valentine's Day 2017! #AtlantaHabitat started the day with a @WaffleHouse breakfast for our employees. https://t.co/AlMYMouUKx,2017-02-14 17:59 +0000,5581.0,32.0,0.005733739473212686,3.0,0.0,4.0,1.0,0.0,0.0,8.0,0.0,0,0,0,0,0,568,16
29,8.311371680221798e+17,https://twitter.com/AtlantaHabitat/status/831137168022179840,@YEAHBURGER  will host a dine out for #AtlantaHabitat! On #feelgoodtuesday February 28 6 – 10 p.m. https://t.co/4peBUEGHc4 https://t.co/P0aveITEJy,2017-02-13 13:45 +0000,160.0,1.0,0.00625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0
30,8.301947979734958e+17,https://twitter.com/AtlantaHabitat/status/830194797973495809,@YEAHBURGER will host a dine out for #AtlantaHabitat! On #feelgoodtuesday February 28 6 – 10 p.m. https://t.co/kTQ6lr6gBT https://t.co/hZDq8V9CAR,2017-02-10 23:20 +0000,114.0,6.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,0,0,0,0
31,8.301918563403162e+17,https://twitter.com/AtlantaHabitat/status/830191856340316160,Donate your aluminum cans - drop them at the #recycle bin in Atlanta Habitat's parking lot. 3 million cans = a house for a family. https://t.co/5l3WOQj4SG,2017-02-10 23:08 +0000,627.0,14.0,0.022328548644338118,2.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,0,0,0,0,0,2,2
32,8.28347606778667e+17,https://twitter.com/AtlantaHabitat/status/828347606778667008,The #APS #GradyHighSchool Robotics team apply their skills to an #AtlantaHabitat build yesterday. https://t.co/sQVJ5Nl5iG,2017-02-05 21:00 +0000,717.0,14.0,0.019525801952580198,1.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,0,0,0,0,0,4,4
33,8.283086860283412e+17,https://twitter.com/AtlantaHabitat/status/828308686028341249,We support our @AtlantaFalcons  partner with Falcons Fun Friday  staff luncheon. #riseup Recycle for Good. https://t.co/5g5qHElfFE https://t.co/6XN5GAvu3q,2017-02-05 18:25 +0000,543.0,18.0,0.03314917127071823,1.0,0.0,0.0,0.0,2.0,0.0,15.0,0.0,0,0,0,0,0,0,0
34,8.277188177532068e+17,https://twitter.com/AtlantaHabitat/status/827718817753206784,It's #FBF! Here are a few photos from @thehomedepot build in 1996 with @AtlantaFalcons owner Arthur Blank speaking at the dedication. https://t.co/gSBzDkqyka,2017-02-04 03:21 +0000,689.0,29.0,0.0420899854862119,2.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0,0,0,0,0,10,10
35,8.255248512889815e+17,https://twitter.com/AtlantaHabitat/status/825524851288981504,@CoxEnterprises kicked-off their 2017 build today. Two houses and two happy homebuyers in the making! https://t.co/Q7yaXmP4dG,2017-01-29 02:03 +0000,672.0,16.0,0.023809523809523808,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,7,7
36,8.253662263985439e+17,https://twitter.com/AtlantaHabitat/status/825366226398543872,Landscaping plants are at the @atlantarestore so come by today and check-out the selection. https://t.co/UYTo6RTlQg,2017-01-28 15:33 +0000,502.0,7.0,0.013944223107569721,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,32,1
37,8.251808087680819e+17,https://twitter.com/AtlantaHabitat/status/825180808768081920,Landscaping plants are at the @atlantarestore so come by Saturday and check-out the selection. https://t.co/pXkjC19EKc,2017-01-28 03:16 +0000,657.0,16.0,0.0243531202435312,2.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0,0,0,0,0,5,5
38,8.244616664526971e+17,https://twitter.com/AtlantaHabitat/status/824461666452697089,Warehouse Wednesday! Busy season kicks-in soon &amp; our weekly volunteers are working hard at building walls to be used on Day 1 of a build. https://t.co/MLBtOMaRKt,2017-01-26 03:39 +0000,484.0,22.0,0.045454545454545456,1.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0,0,0,0,0,35,1
39,8.228063697870602e+17,https://twitter.com/AtlantaHabitat/status/822806369787060224,Volunteers needed to help pick-up large ReStore plant donation. Would you like to help? Pizza dinner provided! https://t.co/JSLj0UOfEV https://t.co/N4fmKOt1Hk,2017-01-21 14:01 +0000,526.0,19.0,0.03612167300380228,2.0,0.0,1.0,0.0,2.0,0.0,14.0,0.0,0,0,0,0,0,0,0
40,8.217573689292882e+17,https://twitter.com/AtlantaHabitat/status/821757368929288192,#Volunteer with @ClarkHoward tomorrow to help build an #AtlantaHabitat home. https://t.co/55VbkY1Uuh https://t.co/cgRpxt1FSy,2017-01-18 16:33 +0000,574.0,7.0,0.012195121951219513,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0,0,0,0,0,23,0
41,8.217345771736596e+17,https://twitter.com/AtlantaHabitat/status/821734577173659648,Looking for volunteers to help pick-up large ReStore plant donation. Would you like to help? Pizza dinner provided! https://t.co/JSLj0UOfEV https://t.co/H0cjATxoKw,2017-01-18 15:02 +0000,493.0,15.0,0.030425963488843813,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0,0,0,0,0,0,0
42,8.210665014950707e+17,https://twitter.com/AtlantaHabitat/status/821066501495070722,"We honor the Rev. Dr. Martin Luther King, Jr. who dedicated his life to the nonviolent struggle for racial equality in the United States. https://t.co/c24nK26FIH",2017-01-16 18:48 +0000,803.0,26.0,0.0323785803237858,3.0,0.0,4.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,0,2,2
43,8.195407912909865e+17,https://twitter.com/AtlantaHabitat/status/819540791290986496,Looking for volunteers to help pick-up large ReStore plant donation. Would you like to help? Pizza dinner provided! https://t.co/JSLj0UOfEV https://t.co/xPN7s0m8vr,2017-01-12 13:45 +0000,585.0,18.0,0.030769230769230767,3.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0,0,0,0,0,0,0
44,8.193255335320945e+17,https://twitter.com/AtlantaHabitat/status/819325533532094464,It's Warehouse Wednesday! We send thanks to our weekly volunteers who were here earlier today building porch rails for our homes. https://t.co/xMmiDNjhhW,2017-01-11 23:30 +0000,704.0,29.0,0.041193181818181816,3.0,0.0,6.0,0.0,0.0,0.0,17.0,0.0,0,0,0,0,0,46,3
45,8.18978307194622e+17,https://twitter.com/AtlantaHabitat/status/818978307194621952,Check out our careers page! The work we do helps others make their life better. See more at: https://t.co/issdvoFUqW https://t.co/KgFjhl7Zgd,2017-01-11 00:30 +0000,437.0,4.0,0.009153318077803205,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0
46,8.188581896051835e+17,https://twitter.com/AtlantaHabitat/status/818858189605183488,Volunteer! Kick-off 2017 by building in SW #Atlanta w/ consumer advocate @ClarkHoward. Sign up soon! #atlantahabitat https://t.co/HBETPbrlgj https://t.co/486mPv1758,2017-01-10 16:33 +0000,642.0,20.0,0.03115264797507788,2.0,0.0,1.0,0.0,2.0,1.0,11.0,0.0,0,0,0,0,0,3,3
47,8.18853110915498e+17,https://twitter.com/AtlantaHabitat/status/818853110915497984,"Ways to give... Donate your car, truck, boat, RV or trailer to Atlanta Habitat! https://t.co/0UJxe355Lj https://t.co/oxo5efoD4b",2017-01-10 16:12 +0000,587.0,6.0,0.010221465076660987,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
48,8.184391185773978e+17,https://twitter.com/AtlantaHabitat/status/818439118577397765,We're looking for volunteers to help with a special ReStore donation pick-up. Would you like to help? Sign up here: https://t.co/JSLj0UOfEV https://t.co/xEyLH2GQpO,2017-01-09 12:47 +0000,483.0,17.0,0.035196687370600416,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0,0,0,0,0,0,0
49,8.175272152483144e+17,https://twitter.com/AtlantaHabitat/status/817527215248314369,Our ReStore is closed today &amp; Saturday due to inclement weather. Our Volunteer Orientation Session for Saturday has been canceled. ❄️⛄️,2017-01-07 00:24 +0000,610.0,5.0,0.008196721311475409,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
50,8.170052904534221e+17,https://twitter.com/AtlantaHabitat/status/817005290453422081,Kick-off 2017 by volunteering! Build in SW #Atlanta w/ consumer advocate @ClarkHoward. Sign up soon! #atlantahabitat https://t.co/HBETPbrlgj https://t.co/lv3s3BeZ21,2017-01-05 13:50 +0000,607.0,18.0,0.029654036243822075,1.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0,0,0,0,0,27,2
51,8.167211695923159e+17,https://twitter.com/AtlantaHabitat/status/816721169592315909,Make an impact &amp; build abroad w/ #AtlantaHabitat. Join our Global Village Trip to the Dominican Republic Apr 1– 9! https://t.co/qhDoTlUh2Y https://t.co/lISd6vMzUU,2017-01-04 19:01 +0000,631.0,16.0,0.02535657686212361,1.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,0,0,0,0,0,0,0
52,8.166617684329431e+17,https://twitter.com/AtlantaHabitat/status/816661768432943104,"@atlantarestore will be closed Thurs, Jan. 5, 2017 for an employee meeting. Plz visit us on Friday when we return to regular business hours. https://t.co/XiorQ35gwO",2017-01-04 15:05 +0000,456.0,17.0,0.03728070175438596,1.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0,0,0,0,0,1,1
53,8.166416879635005e+17,https://twitter.com/AtlantaHabitat/status/816641687963500545,Learn more about #homeownership with #AtlantaHabitat.  https://t.co/6KLzmWJUSU https://t.co/gYKSwhrIbd,2017-01-04 13:45 +0000,491.0,3.0,0.006109979633401222,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
54,8.163888098143273e+17,https://twitter.com/AtlantaHabitat/status/816388809814327297,Make an impact &amp; build abroad w/ #AtlantaHabitat. Join our Global Village Trip to the Dominican Republic Apr 1– 9!  https://t.co/qhDoTlUh2Y https://t.co/BtRhFDfUH7,2017-01-03 21:00 +0000,540.0,24.0,0.04444444444444445,1.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,0,0,0,0,0,2,2
55,8.163586469595095e+17,https://twitter.com/AtlantaHabitat/status/816358646959509505,Kick-off 2017 by volunteering! Build in SW #Atlanta w/ consumer advocate @ClarkHoward. Sign up soon! #atlantahabitat https://t.co/HBETPbrlgj https://t.co/87jejjYOEu,2017-01-03 19:00 +0000,763.0,17.0,0.022280471821756225,4.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0,0,0,0,0,22,0
56,8.808667230665155e+17,https://twitter.com/AtlantaHabitat/status/880866723066515456,"Thanks to the support of several long-time faith sponsors, we celebrated the completion Ms. Wilborn's home for her and her two daughters. https://t.co/pYNZgwj4bp",2017-06-30 19:12 +0000,1536.0,20.0,0.013020833333333334,4.0,0.0,7.0,1.0,3.0,0.0,2.0,0.0,0,0,0,0,0,3,3
57,8.808076756043694e+17,https://twitter.com/AtlantaHabitat/status/880807675604369408,Looking for volunteer opportunities in the Atlanta area? Sign up for a ReStore Orientation today! https://t.co/lemefSm756 https://t.co/c7uaxL5BhP,2017-06-30 15:18 +0000,1433.0,9.0,0.00628053035589672,1.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0,0,0,0,0,1,1
58,8.797215958955213e+17,https://twitter.com/AtlantaHabitat/status/879721595895521280,"Thanks everyone who made #Habifest2017 an ABSOLUTE BLAST! Special thanks to
 Owen's Corning, @Yumbii @kingofpops! Can't wait for next year! https://t.co/4OKfp6nwuY",2017-06-27 15:22 +0000,1631.0,16.0,0.009809932556713672,3.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,0,0,0,0,0,3,3
59,8.797110415166996e+17,https://twitter.com/AtlantaHabitat/status/879711041516699652,Go to https://t.co/vdbRIrzsnG to see how you can be engaged in our mission. #DidYouKnow #AtlantaHabitat #volunteer #homeownershipmonth https://t.co/LXFZM86fAb,2017-06-27 14:40 +0000,1077.0,3.0,0.0027855153203342623,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,1,1
60,8.794566536194621e+17,https://twitter.com/AtlantaHabitat/status/879456653619462144,#MotivationMonday #HomeownershipMonth #Homeowners #stayahead #atlantahabitat #happyhome #weloveatl #TheMoreYouKnow #MotivationMondays https://t.co/GkR5fpuISw,2017-06-26 21:49 +0000,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
61,8.794064960140984e+17,https://twitter.com/AtlantaHabitat/status/879406496014098433,Looking to give back valuable time through volunteering? Sign up for a ReStore Orientation today! https://t.co/lemefSm756 https://t.co/7YrDtyKOGF,2017-06-26 18:30 +0000,1226.0,7.0,0.005709624796084829,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,1,1
62,8.793624195833078e+17,https://twitter.com/AtlantaHabitat/status/879362419583307776,A big thank you to our team whom are enlisted in the AmeriCorps and Quaker Volunteer Service. We appreciate you! https://t.co/SGHp5MLjWo,2017-06-26 15:35 +0000,1163.0,5.0,0.004299226139294928,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0
63,8.782577760148849e+17,https://twitter.com/AtlantaHabitat/status/878257776014884864,Celebrating the completion of another beautiful home. @Equifax &amp; @aglenergy worked hard alongside Ms. Stamps to give her a firm foundation. https://t.co/RUNqWTajMh,2017-06-23 14:25 +0000,1096.0,9.0,0.008211678832116789,1.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,0
64,8.758060791622083e+17,https://twitter.com/AtlantaHabitat/status/875806079162208257,Dine out and help out on #feelgoodtuesday. @YEAHBURGER -Virginia-Highland is hosting a dine out on 06/20/17 for Atlanta Habitat! #EatAndHelp https://t.co/vz0iwqxL5F,2017-06-16 20:03 +0000,773.0,6.0,0.0077619663648124185,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,2
65,8.758051353011159e+17,https://twitter.com/AtlantaHabitat/status/875805135301115904,The ReStore needs your help! Sign up for a Restore Volunteer Orientation today! https://t.co/8dPyg2bYmB #buildthrivegrow https://t.co/AYRvmHFUCd,2017-06-16 19:59 +0000,655.0,3.0,0.004580152671755725,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0
66,8.757507385757082e+17,https://twitter.com/AtlantaHabitat/status/875750738575708160,"@AtlantaHabitat homebuyer, Ms. Medley alongside @Novelis &amp; @BlankFoundation work on the first build in 10 years on Atlanta Historic Westide. https://t.co/946Vah2EHn",2017-06-16 16:23 +0000,1640.0,11.0,0.0067073170731707325,1.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0,0,0,0,0,2,2
67,8.750297312504955e+17,https://twitter.com/AtlantaHabitat/status/875029731250495488,Congratulations to Joycelyn Forbes and Chresett Forbes Atlanta Habitat's newest homeowners! Thank you for sharing your story with us today! https://t.co/HnlUh9G6C6,2017-06-14 16:38 +0000,606.0,12.0,0.0198019801980198,3.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
68,8.747463682036449e+17,https://twitter.com/AtlantaHabitat/status/874746368203644928,"Much was accomplished today. Our happy homebuyer, Ms. Walton, alongside leaders from @Rotary @Habitat_org &amp; @AtlantaHabitat #AtlantaHabitat https://t.co/4GmVOEe2N3",2017-06-13 21:52 +0000,716.0,13.0,0.018156424581005588,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,2,2
69,8.747133849561784e+17,https://twitter.com/AtlantaHabitat/status/874713384956178433,"Ms. Walton is hard at work on the walls for her new home with @Rotary ,@Habitat_org and @AtlantaHabitat ! #BuildThriveGrow #AtlantaHabitat https://t.co/IzqUBYHqGS",2017-06-13 19:41 +0000,1227.0,14.0,0.011409942950285249,2.0,1.0,5.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,2,2
70,8.743114334456791e+17,https://twitter.com/AtlantaHabitat/status/874311433445679104,Dine out and help out on #feelgoodtuesday. @YEAHBURGER -Virginia-Highland is hosting a dine out on 06/20/17 for Atlanta Habitat! #EatAndHelp https://t.co/y21p0J8IBN,2017-06-12 17:04 +0000,519.0,5.0,0.009633911368015412,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
